GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,FINALS_GAME_ID
Shot Chart Detail,41600405,436,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,35,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,472,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,50,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-42,82,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,481,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,18,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,484,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-174,228,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,487,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,13,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,499,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,508,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,520,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,523,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,55,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-91,110,1,0,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41600405,535,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,1,20170612,GSW,CLE,2016-17,41600405
Shot Chart Detail,41700401,11,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,24,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,43,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,255,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,46,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,18,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,46,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,66,2544,LeBron James,1610612739,Cleveland Cavaliers,1,5,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,116,176,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,153,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,41,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,169,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-161,136,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,177,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-114,100,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,191,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,10,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,199,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,36,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,262,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,25,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,266,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,57,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,357,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,24,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-4,230,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,366,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,8,278,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,379,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-40,113,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,382,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,32,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-39,101,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,385,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-174,279,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,387,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-12,60,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,391,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,201,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,397,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,14,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-54,104,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,415,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-32,46,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,419,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-2,273,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,484,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,48,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,33,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,512,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,22,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,523,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-116,237,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,550,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,37,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,23,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,554,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,54,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,566,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,26,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,590,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,32,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,46,1,1,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,634,2544,LeBron James,1610612739,Cleveland Cavaliers,5,2,34,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-68,160,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,638,2544,LeBron James,1610612739,Cleveland Cavaliers,5,2,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,164,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,643,2544,LeBron James,1610612739,Cleveland Cavaliers,5,1,28,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,67,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700401,653,2544,LeBron James,1610612739,Cleveland Cavaliers,5,0,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-65,300,1,0,20180531,GSW,CLE,2017-18,41700401
Shot Chart Detail,41700402,18,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,24,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,52,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,24,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,122,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,22,Made Shot,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,136,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,1,203,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,193,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,40,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,38,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,202,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,43,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-6,55,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,266,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,53,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,9,73,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,299,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,40,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,41,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,318,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,16,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,333,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,175,27,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,340,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,11,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,16,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,362,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,215,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,394,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,11,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,399,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,228,131,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,402,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,55,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,8,286,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,448,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,8,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,524,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-17,289,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,554,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,21,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,585,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,38,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700402,592,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,39,1,0,20180603,GSW,CLE,2017-18,41700402
Shot Chart Detail,41700403,22,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,26,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,33,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,44,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,54,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,25,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,133,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,11,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,172,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,27,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,176,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,49,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,21,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,191,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,31,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,8,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,207,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,35,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-76,94,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,210,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,25,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,225,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,237,2544,LeBron James,1610612739,Cleveland Cavaliers,2,6,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,274,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,20,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,9,96,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,305,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,37,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,18,130,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,323,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,31,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,345,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,38,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0,87,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,635,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,47,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-5,81,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,405,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-162,179,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,409,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-4,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,426,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-144,201,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,457,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,13,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,478,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,0,Missed Shot,Driving Floating Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,256,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,496,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,200,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,558,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,38,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,567,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,24,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,585,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,66,285,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,599,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,12,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,51,1,0,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,603,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,57,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,58,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700403,614,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,19,1,1,20180606,CLE,GSW,2017-18,41700403
Shot Chart Detail,41700404,23,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,0,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,40,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-5,1,0,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,58,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,7,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-127,-35,1,1,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,84,2544,LeBron James,1610612739,Cleveland Cavaliers,1,5,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,11,1,0,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,93,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,54,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,139,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-3,1,1,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,178,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,11,1,0,20180608,CLE,GSW,2017-18,41700404
Shot Chart Detail,41700404,195,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,11,1,1,20180608,CLE,GSW,2017-18,41700404
